Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Income To Age Ratio
30,No,Travel_Rarely,1288,Sales,29 KM,Master’s Degree,Technical Degree,1568,High,Male,33,3,3,Sales Executive,Medium,Married,9250,17799,3,No,12,High,Medium,,9,3,Better,4,2,1,3,20s,308.3333333333333
35,Yes,Travel_Rarely,104,Research & Development,2 KM,Bachelor’s Degree,Life Sciences,1569,Low,Female,69,3,1,Laboratory Technician,Low,Divorced,2074,26619,1,Yes,12,High,Very High,,1,2,Better,1,0,0,0,30s,59.25714285714286
53,Yes,Travel_Rarely,607,Research & Development,2 KM,Doctorate,Technical Degree,1572,High,Female,78,2,3,Manufacturing Director,Very High,Married,10169,14618,0,No,16,High,Medium,,34,4,Better,33,7,1,9,50s,191.8679245283019
38,Yes,Travel_Rarely,903,Research & Development,2 KM,Bachelor’s Degree,Medical,1573,High,Male,81,3,2,Manufacturing Director,Medium,Married,4855,7653,4,No,11,High,Low,,7,2,Better,5,2,1,4,30s,127.76315789473684
32,No,Non-Travel,1200,Research & Development,1 KM,Master’s Degree,Technical Degree,1574,Very High,Male,62,3,2,Research Scientist,Low,Married,4087,25174,4,No,14,High,Medium,,9,3,Good,6,5,1,2,30s,127.71875
48,No,Travel_Rarely,1108,Research & Development,15 KM,Master’s Degree,Other,1576,High,Female,65,3,1,Research Scientist,Low,Married,2367,16530,8,No,12,High,Very High,,10,3,Good,8,2,7,6,40s,49.3125
34,No,Travel_Rarely,479,Research & Development,7 KM,Master’s Degree,Medical,1577,Low,Male,35,3,1,Research Scientist,Very High,Single,2972,22061,1,No,13,High,High,,1,4,Bad,1,0,0,0,30s,87.41176470588235
55,No,Travel_Rarely,685,Sales,26 KM,Doctorate,Marketing,1578,High,Male,60,2,5,Manager,Very High,Married,19586,23037,1,No,21,Very High,High,,36,3,Better,36,6,2,13,50s,356.1090909090909
34,No,Travel_Rarely,1351,Research & Development,1 KM,Master’s Degree,Life Sciences,1580,Medium,Male,45,3,2,Research Scientist,Very High,Married,5484,13008,9,No,17,High,Medium,,9,3,Good,2,2,2,1,30s,161.2941176470588
26,No,Travel_Rarely,474,Research & Development,3 KM,Bachelor’s Degree,Life Sciences,1581,Low,Female,89,3,1,Research Scientist,Very High,Married,2061,11133,1,No,21,Very High,Low,,1,5,Better,1,0,0,0,20s,79.26923076923077
38,No,Travel_Rarely,1245,Sales,14 KM,Bachelor’s Degree,Life Sciences,1582,High,Male,80,3,2,Sales Executive,Medium,Married,9924,12355,0,No,11,High,Very High,,10,3,Better,9,8,7,7,30s,261.1578947368421
38,No,Travel_Rarely,437,Sales,16 KM,Bachelor’s Degree,Life Sciences,1583,Medium,Female,90,3,2,Sales Executive,Medium,Single,4198,16379,2,No,12,High,Medium,,8,5,Best,3,2,1,2,30s,110.47368421052632
36,No,Travel_Rarely,884,Sales,1 KM,Master’s Degree,Life Sciences,1585,Medium,Female,73,3,2,Sales Executive,High,Single,6815,21447,6,No,13,High,Low,,15,5,Better,1,0,0,0,30s,189.30555555555554
29,No,Travel_Rarely,1370,Research & Development,3 KM,High School,Medical,1586,Medium,Male,87,3,1,Laboratory Technician,Low,Single,4723,16213,1,Yes,18,High,Very High,,10,3,Better,10,9,1,5,20s,162.86206896551724
35,No,Travel_Rarely,670,Research & Development,10 KM,Master’s Degree,Medical,1587,Low,Female,51,3,2,Healthcare Representative,High,Single,6142,4223,3,Yes,16,High,High,,10,4,Better,5,2,0,4,30s,175.4857142857143
39,No,Travel_Rarely,1462,Sales,6 KM,Bachelor’s Degree,Medical,1588,Very High,Male,38,4,3,Sales Executive,High,Married,8237,4658,2,No,11,High,Low,,11,3,Better,7,6,7,6,30s,211.2051282051282
29,No,Travel_Frequently,995,Research & Development,2 KM,High School,Life Sciences,1590,Low,Male,87,3,2,Healthcare Representative,Very High,Divorced,8853,24483,1,No,19,High,Very High,,6,0,Best,6,4,1,3,20s,305.2758620689655
50,No,Travel_Rarely,264,Sales,9 KM,Bachelor’s Degree,Marketing,1591,High,Male,59,3,5,Manager,High,Married,19331,19519,4,Yes,16,High,High,,27,2,Better,1,0,0,0,40s,386.62
23,No,Travel_Rarely,977,Research & Development,10 KM,Bachelor’s Degree,Technical Degree,1592,Very High,Male,45,4,1,Research Scientist,High,Married,2073,12826,2,No,16,High,Very High,,4,2,Better,2,2,2,2,20s,90.1304347826087
36,No,Travel_Frequently,1302,Research & Development,6 KM,Master’s Degree,Life Sciences,1594,Low,Male,80,4,2,Laboratory Technician,Low,Married,5562,19711,3,Yes,13,High,Very High,,9,3,Better,3,2,0,2,30s,154.5
42,No,Travel_Rarely,1059,Research & Development,9 KM,Associate’s Degree,Other,1595,Very High,Male,93,2,5,Manager,Very High,Single,19613,26362,8,No,22,Very High,Very High,,24,2,Better,1,0,0,1,40s,466.9761904761905
35,No,Travel_Rarely,750,Research & Development,28 KM,Bachelor’s Degree,Life Sciences,1596,Medium,Male,46,4,2,Laboratory Technician,High,Married,3407,25348,1,No,17,High,Very High,,10,3,Good,10,9,6,8,30s,97.34285714285714
34,No,Travel_Frequently,653,Research & Development,10 KM,Master’s Degree,Technical Degree,1597,Very High,Male,92,2,2,Healthcare Representative,High,Married,5063,15332,1,No,14,High,Medium,,8,3,Good,8,2,7,7,30s,148.91176470588235
40,No,Travel_Rarely,118,Sales,14 KM,Associate’s Degree,Life Sciences,1598,Very High,Female,84,3,2,Sales Executive,Low,Married,4639,11262,1,No,15,High,High,,5,2,Better,5,4,1,2,30s,115.975
43,No,Travel_Rarely,990,Research & Development,27 KM,Bachelor’s Degree,Technical Degree,1599,Very High,Male,87,4,1,Laboratory Technician,Medium,Divorced,4876,5855,5,No,12,High,High,,8,0,Better,6,4,0,2,40s,113.3953488372093
35,No,Travel_Rarely,1349,Research & Development,7 KM,Associate’s Degree,Life Sciences,1601,High,Male,63,2,1,Laboratory Technician,Very High,Married,2690,7713,1,No,18,High,Very High,,1,5,Good,1,0,0,1,30s,76.85714285714286
46,No,Travel_Rarely,563,Sales,1 KM,Master’s Degree,Life Sciences,1602,Very High,Male,56,4,4,Manager,Low,Single,17567,3156,1,No,15,High,Medium,,27,5,Bad,26,0,0,12,40s,381.89130434782606
28,Yes,Travel_Rarely,329,Research & Development,24 KM,Bachelor’s Degree,Medical,1604,High,Male,51,3,1,Laboratory Technician,Medium,Married,2408,7324,1,Yes,17,High,High,,1,3,Better,1,1,0,0,20s,86.0
22,No,Non-Travel,457,Research & Development,26 KM,Associate’s Degree,Other,1605,Medium,Female,85,2,1,Research Scientist,High,Married,2814,10293,1,Yes,14,High,Medium,,4,2,Good,4,2,1,3,20s,127.9090909090909
50,No,Travel_Frequently,1234,Research & Development,20 KM,Doctorate,Medical,1606,Medium,Male,41,3,4,Healthcare Representative,High,Married,11245,20689,2,Yes,15,High,High,,32,3,Better,30,8,12,13,40s,224.9
32,No,Travel_Rarely,634,Research & Development,5 KM,Master’s Degree,Other,1607,Medium,Female,35,4,1,Research Scientist,Very High,Married,3312,18783,3,No,17,High,Very High,,6,3,Better,3,2,0,2,30s,103.5
44,No,Travel_Rarely,1313,Research & Development,7 KM,Bachelor’s Degree,Medical,1608,Medium,Female,31,3,5,Research Director,Very High,Divorced,19049,3549,0,Yes,14,High,Very High,,23,4,Good,22,7,1,10,40s,432.9318181818182
30,No,Travel_Rarely,241,Research & Development,7 KM,Bachelor’s Degree,Medical,1609,Medium,Male,48,2,1,Research Scientist,Medium,Married,2141,5348,1,No,12,High,Medium,,6,3,Good,6,4,1,1,20s,71.36666666666666
45,No,Travel_Rarely,1015,Research & Development,5 KM,Doctorate,Medical,1611,High,Female,50,1,2,Laboratory Technician,Low,Single,5769,23447,1,Yes,14,High,Low,,10,3,Better,10,7,1,4,40s,128.2
45,No,Non-Travel,336,Sales,26 KM,Bachelor’s Degree,Marketing,1612,Low,Male,52,2,2,Sales Executive,Low,Married,4385,24162,1,No,15,High,Low,,10,2,Better,10,7,4,5,40s,97.44444444444444
31,No,Travel_Frequently,715,Sales,2 KM,Master’s Degree,Other,1613,Very High,Male,54,3,2,Sales Executive,Low,Single,5332,21602,7,No,13,High,Very High,,10,3,Better,5,2,0,3,30s,172.0
36,No,Travel_Rarely,559,Research & Development,12 KM,Master’s Degree,Life Sciences,1614,High,Female,76,3,2,Manufacturing Director,High,Married,4663,12421,9,Yes,12,High,Medium,,7,2,Better,3,2,1,1,30s,129.52777777777777
34,No,Travel_Frequently,426,Research & Development,10 KM,Master’s Degree,Life Sciences,1615,High,Male,42,4,2,Manufacturing Director,Very High,Divorced,4724,17000,1,No,13,High,Low,,9,3,Better,9,7,7,2,30s,138.94117647058823
49,No,Travel_Rarely,722,Research & Development,25 KM,Master’s Degree,Life Sciences,1617,High,Female,84,3,1,Laboratory Technician,Low,Married,3211,22102,1,No,14,High,Very High,,10,3,Good,9,6,1,4,40s,65.53061224489795
39,No,Travel_Rarely,1387,Research & Development,10 KM,Doctorate,Medical,1618,Medium,Male,76,3,2,Manufacturing Director,Low,Married,5377,3835,2,No,13,High,Very High,,10,3,Better,7,7,7,7,30s,137.87179487179486
27,No,Travel_Rarely,1302,Research & Development,19 KM,Bachelor’s Degree,Other,1619,Very High,Male,67,2,1,Laboratory Technician,Low,Divorced,4066,16290,1,No,11,High,Low,,7,3,Better,7,7,0,7,20s,150.59259259259258
35,No,Travel_Rarely,819,Research & Development,18 KM,Doctorate,Life Sciences,1621,Medium,Male,48,4,2,Research Scientist,Low,Married,5208,26312,1,No,11,High,Very High,,16,2,Better,16,15,1,10,30s,148.8
28,No,Travel_Rarely,580,Research & Development,27 KM,Bachelor’s Degree,Medical,1622,Medium,Female,39,1,2,Manufacturing Director,Low,Divorced,4877,20460,0,No,21,Very High,Medium,,6,5,Good,5,3,0,0,20s,174.17857142857142
21,No,Travel_Rarely,546,Research & Development,5 KM,High School,Medical,1623,High,Male,97,3,1,Research Scientist,Very High,Single,3117,26009,1,No,18,High,High,,3,2,Better,2,2,2,2,20s,148.42857142857142
18,Yes,Travel_Frequently,544,Sales,3 KM,Associate’s Degree,Medical,1624,Medium,Female,70,3,1,Sales Representative,Very High,Single,1569,18420,1,Yes,12,High,High,,0,2,Best,0,0,0,0,20s,87.16666666666667
47,No,Travel_Rarely,1176,Human Resources,26 KM,Master’s Degree,Life Sciences,1625,Very High,Female,98,3,5,Manager,High,Married,19658,5220,3,No,11,High,High,,27,2,Better,5,2,1,0,40s,418.25531914893617
39,No,Travel_Rarely,170,Research & Development,3 KM,Associate’s Degree,Medical,1627,High,Male,76,2,2,Laboratory Technician,High,Divorced,3069,10302,0,No,15,High,Very High,,11,3,Better,10,8,0,7,30s,78.6923076923077
40,No,Travel_Rarely,884,Research & Development,15 KM,Bachelor’s Degree,Life Sciences,1628,Low,Female,80,2,3,Manufacturing Director,High,Married,10435,25800,1,No,13,High,Very High,,18,2,Better,18,15,14,12,30s,260.875
35,No,Non-Travel,208,Research & Development,8 KM,Master’s Degree,Life Sciences,1630,High,Female,52,3,2,Healthcare Representative,High,Married,4148,12250,1,No,12,High,Very High,,15,5,Better,14,11,2,9,30s,118.51428571428572
37,No,Travel_Rarely,671,Research & Development,19 KM,Bachelor’s Degree,Life Sciences,1631,High,Male,85,3,2,Manufacturing Director,High,Married,5768,26493,3,No,17,High,Low,,9,2,Good,4,3,0,2,30s,155.8918918918919
39,No,Travel_Frequently,711,Research & Development,4 KM,Bachelor’s Degree,Medical,1633,Low,Female,81,3,2,Manufacturing Director,High,Single,5042,3140,0,No,13,High,Very High,,10,2,Bad,9,2,3,8,30s,129.28205128205127
45,No,Travel_Rarely,1329,Research & Development,2 KM,Associate’s Degree,Other,1635,Very High,Female,59,2,2,Manufacturing Director,Very High,Divorced,5770,5388,1,No,19,High,Low,,10,3,Better,10,7,3,9,40s,128.22222222222223
38,No,Travel_Rarely,397,Research & Development,2 KM,Associate’s Degree,Medical,1638,Very High,Female,54,2,3,Manufacturing Director,High,Married,7756,14199,3,Yes,19,High,Very High,,10,6,Best,5,4,0,2,30s,204.10526315789474
35,Yes,Travel_Rarely,737,Sales,10 KM,Bachelor’s Degree,Medical,1639,Very High,Male,55,2,3,Sales Executive,Low,Married,10306,21530,9,No,17,High,High,,15,3,Better,13,12,6,0,30s,294.45714285714286
37,No,Travel_Rarely,1470,Research & Development,10 KM,Bachelor’s Degree,Medical,1640,Medium,Female,71,3,1,Research Scientist,Medium,Married,3936,9953,1,No,11,High,Low,,8,2,Bad,8,4,7,7,30s,106.37837837837837
40,No,Travel_Rarely,448,Research & Development,16 KM,Bachelor’s Degree,Life Sciences,1641,High,Female,84,3,3,Manufacturing Director,Very High,Single,7945,19948,6,Yes,15,High,Very High,,18,2,Good,4,2,3,3,30s,198.625
44,No,Travel_Frequently,602,Human Resources,1 KM,Doctorate,Human Resources,1642,Low,Male,37,3,2,Human Resources,Very High,Married,5743,10503,4,Yes,11,High,High,,14,3,Better,10,7,0,2,40s,130.52272727272728
48,No,Travel_Frequently,365,Research & Development,4 KM,Doctorate,Medical,1644,High,Male,89,2,4,Manager,Very High,Married,15202,5602,2,No,25,Very High,Medium,,23,3,Better,2,2,2,2,40s,316.7083333333333
35,Yes,Travel_Rarely,763,Sales,15 KM,Associate’s Degree,Medical,1645,Low,Male,59,1,2,Sales Executive,Very High,Divorced,5440,22098,6,Yes,14,High,Very High,,7,2,Good,2,2,2,2,30s,155.42857142857142
24,No,Travel_Frequently,567,Research & Development,2 KM,High School,Technical Degree,1646,Low,Female,32,3,1,Research Scientist,Very High,Single,3760,17218,1,Yes,13,High,High,,6,2,Better,6,3,1,3,20s,156.66666666666666
27,No,Travel_Rarely,486,Research & Development,8 KM,Bachelor’s Degree,Medical,1647,Medium,Female,86,4,1,Research Scientist,High,Married,3517,22490,7,No,17,High,Low,,5,0,Better,3,2,0,2,20s,130.25925925925927
27,No,Travel_Frequently,591,Research & Development,2 KM,Bachelor’s Degree,Medical,1648,Very High,Male,87,3,1,Research Scientist,Very High,Single,2580,6297,2,No,13,High,High,,6,0,Good,4,2,1,2,20s,95.55555555555556
40,Yes,Travel_Rarely,1329,Research & Development,7 KM,Bachelor’s Degree,Life Sciences,1649,Low,Male,73,3,1,Laboratory Technician,Low,Single,2166,3339,3,Yes,14,High,Medium,,10,3,Bad,4,2,0,3,30s,54.15
29,No,Travel_Rarely,469,Sales,10 KM,Bachelor’s Degree,Medical,1650,High,Male,42,2,2,Sales Executive,High,Single,5869,23413,9,No,11,High,High,,8,2,Better,5,2,1,4,20s,202.3793103448276
36,No,Travel_Rarely,711,Research & Development,5 KM,Master’s Degree,Life Sciences,1651,Medium,Female,42,3,3,Healthcare Representative,Low,Married,8008,22792,4,No,12,High,High,,9,6,Better,3,2,0,2,30s,222.44444444444446
25,No,Travel_Frequently,772,Research & Development,2 KM,High School,Life Sciences,1653,Very High,Male,77,4,2,Manufacturing Director,High,Divorced,5206,4973,1,No,17,High,High,,7,6,Better,7,7,0,7,20s,208.24
39,No,Travel_Rarely,492,Research & Development,12 KM,Bachelor’s Degree,Medical,1654,Very High,Male,66,3,2,Manufacturing Director,Medium,Married,5295,7693,4,No,21,Very High,High,,7,3,Better,5,4,1,0,30s,135.76923076923077
49,No,Travel_Rarely,301,Research & Development,22 KM,Master’s Degree,Other,1655,Low,Female,72,3,4,Research Director,Medium,Married,16413,3498,3,No,16,High,Medium,,27,2,Better,4,2,1,2,40s,334.9591836734694
50,No,Travel_Rarely,813,Research & Development,17 KM,Doctorate,Life Sciences,1656,Very High,Female,50,2,3,Research Director,Low,Divorced,13269,21981,5,No,15,High,High,,19,3,Better,14,11,1,11,40s,265.38
20,No,Travel_Rarely,1141,Sales,2 KM,Bachelor’s Degree,Medical,1657,High,Female,31,3,1,Sales Representative,High,Single,2783,13251,1,No,19,High,Low,,2,3,Better,2,2,2,2,20s,139.15
34,No,Travel_Rarely,1130,Research & Development,3 KM,Bachelor’s Degree,Life Sciences,1658,Very High,Female,66,3,2,Research Scientist,Medium,Divorced,5433,19332,1,No,12,High,High,,11,2,Better,11,8,7,9,30s,159.7941176470588
36,No,Travel_Rarely,311,Research & Development,7 KM,Bachelor’s Degree,Life Sciences,1659,Low,Male,77,3,1,Laboratory Technician,Medium,Single,2013,10950,2,No,11,High,High,,15,4,Better,4,3,1,3,30s,55.916666666666664
49,No,Travel_Rarely,465,Research & Development,6 KM,High School,Life Sciences,1661,High,Female,41,2,4,Healthcare Representative,High,Married,13966,11652,2,Yes,19,High,Medium,,30,3,Better,15,11,2,12,40s,285.0204081632653
36,No,Non-Travel,894,Research & Development,1 KM,Master’s Degree,Medical,1662,Very High,Female,33,2,2,Manufacturing Director,High,Married,4374,15411,0,No,15,High,High,,4,6,Better,3,2,1,2,30s,121.5
36,No,Travel_Rarely,1040,Research & Development,3 KM,Associate’s Degree,Life Sciences,1664,Very High,Male,79,4,2,Healthcare Representative,Low,Divorced,6842,26308,6,No,20,Very High,Low,,13,3,Better,5,4,0,4,30s,190.05555555555554
54,No,Travel_Rarely,584,Research & Development,22 KM,Doctorate,Medical,1665,Medium,Female,91,3,4,Manager,High,Married,17426,18685,3,No,25,Very High,High,,36,6,Better,10,8,4,7,50s,322.7037037037037
43,No,Travel_Rarely,1291,Research & Development,15 KM,Associate’s Degree,Life Sciences,1666,High,Male,65,2,4,Research Director,High,Married,17603,3525,1,No,24,Very High,Low,,14,3,Better,14,10,6,11,40s,409.3720930232558
35,Yes,Travel_Frequently,880,Sales,12 KM,Master’s Degree,Other,1667,Very High,Male,36,3,2,Sales Executive,Very High,Single,4581,10414,3,Yes,24,Very High,Low,,13,2,Best,11,9,6,7,30s,130.88571428571427
38,No,Travel_Frequently,1189,Research & Development,1 KM,Bachelor’s Degree,Life Sciences,1668,Very High,Male,90,3,2,Research Scientist,Very High,Married,4735,9867,7,No,15,High,Very High,,19,4,Best,13,11,2,9,30s,124.60526315789474
29,No,Travel_Rarely,991,Sales,5 KM,Bachelor’s Degree,Medical,1669,Low,Male,43,2,2,Sales Executive,Medium,Divorced,4187,3356,1,Yes,13,High,Medium,,10,3,Good,10,0,0,9,20s,144.3793103448276
33,No,Travel_Rarely,392,Sales,2 KM,Master’s Degree,Medical,1670,Very High,Male,93,3,2,Sales Executive,Very High,Divorced,5505,3921,1,No,14,High,High,,6,5,Better,6,2,0,4,30s,166.8181818181818
32,No,Travel_Rarely,977,Research & Development,2 KM,Bachelor’s Degree,Medical,1671,Very High,Male,45,3,2,Research Scientist,Medium,Divorced,5470,25518,0,No,13,High,High,,10,4,Good,9,5,1,6,30s,170.9375
31,No,Travel_Rarely,1112,Sales,5 KM,Master’s Degree,Life Sciences,1673,Low,Female,67,3,2,Sales Executive,Very High,Married,5476,22589,1,No,11,High,Low,,10,2,Better,10,0,0,2,30s,176.6451612903226
49,No,Travel_Rarely,464,Research & Development,16 KM,Bachelor’s Degree,Medical,1674,Very High,Female,74,3,1,Laboratory Technician,Low,Divorced,2587,24941,4,Yes,16,High,Medium,,17,2,Good,2,2,2,2,40s,52.795918367346935
38,No,Travel_Frequently,148,Research & Development,2 KM,Bachelor’s Degree,Medical,1675,Very High,Female,42,2,1,Laboratory Technician,Medium,Single,2440,23826,1,No,22,Very High,Medium,,4,3,Better,4,3,3,3,30s,64.21052631578948
47,No,Travel_Rarely,1225,Sales,2 KM,Master’s Degree,Life Sciences,1676,Medium,Female,47,4,4,Manager,Medium,Divorced,15972,21086,6,No,14,High,High,,29,2,Better,3,2,1,2,40s,339.82978723404256
49,No,Travel_Rarely,809,Research & Development,1 KM,Bachelor’s Degree,Life Sciences,1677,High,Male,36,3,4,Manager,High,Single,15379,22384,4,No,14,High,Low,,23,2,Better,8,7,0,0,40s,313.85714285714283
41,No,Travel_Rarely,1206,Sales,23 KM,Associate’s Degree,Life Sciences,1678,Very High,Male,80,3,3,Sales Executive,High,Single,7082,11591,3,Yes,16,High,Very High,,21,2,Better,2,0,0,2,40s,172.73170731707316
20,No,Travel_Rarely,727,Sales,9 KM,High School,Life Sciences,1680,Very High,Male,54,3,1,Sales Representative,Low,Single,2728,21082,1,No,11,High,Low,,2,3,Better,2,2,0,2,20s,136.4
33,No,Non-Travel,530,Sales,16 KM,Bachelor’s Degree,Life Sciences,1681,High,Female,36,3,2,Sales Executive,Very High,Divorced,5368,16130,1,Yes,25,Very High,High,,7,2,Better,6,5,1,2,30s,162.66666666666666
36,No,Travel_Rarely,1351,Research & Development,26 KM,Master’s Degree,Life Sciences,1682,Low,Male,80,3,2,Healthcare Representative,High,Married,5347,7419,6,No,14,High,Medium,,10,2,Good,3,2,0,2,30s,148.52777777777777
44,No,Travel_Rarely,528,Human Resources,1 KM,Bachelor’s Degree,Life Sciences,1683,High,Female,44,3,1,Human Resources,Very High,Divorced,3195,4167,4,Yes,18,High,Low,,8,2,Better,2,2,2,2,40s,72.61363636363636
23,Yes,Travel_Rarely,1320,Research & Development,8 KM,High School,Medical,1684,Very High,Male,93,2,1,Laboratory Technician,High,Single,3989,20586,1,Yes,11,High,Low,,5,2,Better,5,4,1,2,20s,173.43478260869566
38,No,Travel_Rarely,1495,Research & Development,4 KM,Associate’s Degree,Medical,1687,Very High,Female,87,3,1,Laboratory Technician,High,Married,3306,26176,7,No,19,High,Very High,,7,5,Good,0,0,0,0,30s,87.0
53,No,Travel_Rarely,1395,Research & Development,24 KM,Master’s Degree,Medical,1689,Medium,Male,48,4,3,Healthcare Representative,Very High,Married,7005,3458,3,No,15,High,High,,11,2,Better,4,3,1,2,50s,132.16981132075472
48,Yes,Travel_Frequently,708,Sales,7 KM,Associate’s Degree,Medical,1691,Very High,Female,95,3,1,Sales Representative,High,Married,2655,11740,2,Yes,11,High,High,,19,3,Better,9,7,7,7,40s,55.3125
32,Yes,Travel_Rarely,1259,Research & Development,2 KM,Master’s Degree,Life Sciences,1692,Very High,Male,95,3,1,Laboratory Technician,Medium,Single,1393,24852,1,No,12,High,Low,,1,2,Better,1,0,0,0,30s,43.53125
26,No,Non-Travel,786,Research & Development,7 KM,Bachelor’s Degree,Medical,1693,Very High,Male,76,3,1,Laboratory Technician,Very High,Single,2570,11925,1,No,20,Very High,High,,7,5,Better,7,7,5,7,20s,98.84615384615384
55,No,Travel_Rarely,1441,Research & Development,22 KM,Bachelor’s Degree,Technical Degree,1694,Low,Male,94,2,1,Research Scientist,Medium,Divorced,3537,23737,5,No,12,High,Very High,,8,1,Better,4,2,1,2,50s,64.30909090909091
34,No,Travel_Rarely,1157,Research & Development,5 KM,Associate’s Degree,Medical,1696,Medium,Male,57,2,2,Laboratory Technician,Very High,Married,3986,11912,1,No,14,High,High,,15,3,Best,15,10,4,13,30s,117.23529411764706
60,No,Travel_Rarely,370,Research & Development,1 KM,Master’s Degree,Medical,1697,High,Male,92,1,3,Healthcare Representative,Very High,Divorced,10883,20467,3,No,20,Very High,High,,19,2,Best,1,0,0,0,50s,181.38333333333333
33,No,Travel_Rarely,267,Research & Development,21 KM,Bachelor’s Degree,Medical,1698,Medium,Male,79,4,1,Laboratory Technician,Medium,Married,2028,13637,1,No,18,High,Very High,,14,6,Better,14,11,2,13,30s,61.45454545454545
37,No,Travel_Frequently,1278,Sales,1 KM,Master’s Degree,Medical,1700,High,Male,31,1,2,Sales Executive,Very High,Divorced,9525,7677,1,No,14,High,High,,6,2,Good,6,3,1,3,30s,257.43243243243245
34,No,Travel_Rarely,678,Research & Development,19 KM,Bachelor’s Degree,Life Sciences,1701,Medium,Female,35,2,1,Research Scientist,Very High,Married,2929,20338,1,No,12,High,Medium,,10,3,Better,10,9,8,7,30s,86.1470588235294
23,Yes,Travel_Rarely,427,Sales,7 KM,Bachelor’s Degree,Life Sciences,1702,High,Male,99,3,1,Sales Representative,Very High,Divorced,2275,25103,1,Yes,21,Very High,Medium,,3,2,Better,3,2,0,2,20s,98.91304347826087
44,No,Travel_Rarely,921,Research & Development,2 KM,Bachelor’s Degree,Life Sciences,1703,High,Female,96,4,3,Healthcare Representative,Very High,Married,7879,14810,1,Yes,19,High,Medium,,9,2,Better,8,7,6,7,40s,179.0681818181818
35,No,Travel_Frequently,146,Research & Development,2 KM,Master’s Degree,Medical,1704,Low,Male,79,2,1,Research Scientist,Very High,Single,4930,13970,0,Yes,14,High,High,,6,2,Best,5,4,1,4,30s,140.85714285714286
43,No,Travel_Rarely,1179,Sales,2 KM,Bachelor’s Degree,Medical,1706,Very High,Male,73,3,2,Sales Executive,Very High,Married,7847,6069,1,Yes,17,High,Low,,10,3,Better,10,9,8,8,40s,182.48837209302326
24,No,Travel_Rarely,581,Research & Development,9 KM,Bachelor’s Degree,Medical,1707,High,Male,62,4,1,Research Scientist,High,Married,4401,17616,1,No,16,High,Very High,,5,1,Better,5,3,0,4,20s,183.375
41,No,Travel_Rarely,918,Sales,6 KM,Bachelor’s Degree,Marketing,1708,Very High,Male,35,3,3,Sales Executive,High,Single,9241,15869,1,No,12,High,Medium,,10,3,Better,10,8,8,7,40s,225.390243902439
29,No,Travel_Rarely,1082,Research & Development,9 KM,Master’s Degree,Medical,1709,Very High,Female,43,3,1,Laboratory Technician,High,Married,2974,25412,9,No,17,High,High,,9,2,Better,5,3,1,2,20s,102.55172413793103
36,No,Travel_Rarely,530,Sales,2 KM,Master’s Degree,Life Sciences,1710,High,Female,51,3,2,Sales Representative,Very High,Single,4502,7439,3,No,15,High,High,,17,2,Good,13,7,6,7,30s,125.05555555555556
45,No,Non-Travel,1238,Research & Development,1 KM,High School,Life Sciences,1712,High,Male,74,2,3,Healthcare Representative,High,Married,10748,3395,3,No,23,Very High,Very High,,25,3,Good,23,15,14,4,40s,238.84444444444443
24,Yes,Travel_Rarely,240,Human Resources,22 KM,High School,Human Resources,1714,Very High,Male,58,1,1,Human Resources,High,Married,1555,11585,1,No,11,High,High,,1,2,Better,1,0,0,0,20s,64.79166666666667
47,Yes,Travel_Frequently,1093,Sales,9 KM,Bachelor’s Degree,Life Sciences,1716,High,Male,82,1,4,Sales Executive,High,Married,12936,24164,7,No,11,High,High,,25,3,Bad,23,5,14,10,40s,275.2340425531915
26,No,Travel_Rarely,390,Research & Development,17 KM,Master’s Degree,Medical,1718,Very High,Male,62,1,1,Laboratory Technician,High,Married,2305,6217,1,No,15,High,High,,3,3,Best,3,2,0,2,20s,88.65384615384616
45,No,Travel_Rarely,1005,Research & Development,28 KM,Associate’s Degree,Technical Degree,1719,Very High,Female,48,2,4,Research Director,Medium,Single,16704,17119,1,No,11,High,High,,21,2,Better,21,6,8,6,40s,371.2
32,No,Travel_Frequently,585,Research & Development,10 KM,Bachelor’s Degree,Life Sciences,1720,Low,Male,56,3,1,Research Scientist,High,Married,3433,17360,6,No,13,High,Low,,10,3,Good,5,2,1,3,30s,107.28125
31,No,Travel_Rarely,741,Research & Development,2 KM,Master’s Degree,Life Sciences,1721,Medium,Male,69,3,1,Laboratory Technician,High,Married,3477,18103,1,No,14,High,Very High,,6,2,Best,5,2,0,3,30s,112.16129032258064
41,No,Non-Travel,552,Human Resources,4 KM,Bachelor’s Degree,Human Resources,1722,High,Male,60,1,2,Human Resources,Medium,Married,6430,20794,6,No,19,High,Medium,,10,4,Better,3,2,1,2,40s,156.82926829268294
